china_abs_off	section	rel_off	d3txt00_index
189569	21	2689	1064
189603	21	2723	1116
189672	21	2792	989
189704	21	2824	1251
189771	21	2891	989
189805	21	2925	109
190112	21	3232	1144
190144	21	3264	282
190761	21	3881	608
190793	21	3913	893
190825	21	3945	152
190971	21	4091	1036
191036	21	4156	1081
191134	21	4254	1029
191198	21	4318	639
191262	21	4382	1415
191405	21	4525	1087
191471	21	4591	1185
191964	21	5084	1175
